1030303,0.7329,0.8727,1.447036386
1037496,0.4116,0.5095,1.611755133
1037798,0.0504,0.2176,1.475375175
1043135,0.1631,0.458,1.279992104
104861,0.0974,0.24,1.242657065
1051399,0.0191,0.1693,1.140330791
1063750,0.0028,0.0276,1.664182901
1064670,0.5565,0.7984,1.463198423
1071750,0.4643,0.5465,1.65481472
1103812,0.2661,0.5026,1.468253493
1105792,0.6855,0.7935,2.049427748
1106007,0.0725,0.2903,1.337497115
1106979,0.4303,0.692,1.513008595
1108651,0.0298,0.1114,1.709362149
1109707,0.167,0.349,1.719468594
1110199,0.1384,0.267,1.397179127
1110678,0.1378,0.2923,1.238394618
1112341,0.0758,0.1779,1.38921535
1113256,0.5603,0.8176,1.691561699
1113437,0.0405,0.1351,1.482048392
1114646,0.4039,0.5284,1.281456947
1114819,0.1178,0.2367,1.503513336
1115210,0.4545,0.3707,1.272435188
1115776,0.2609,0.4541,1.721563339
1116380,0.0312,0.0571,1.370167851
1117099,0.1581,0.3862,1.288149476
1121353,0.2382,0.3896,1.182442784
1121402,0.776,0.7589,1.78923142
1121709,0,0,1.092965007
1122767,0.2283,0.4353,1.393478394
1124210,0.3412,0.4552,1.471505761
1127540,0.8344,0.9433,1.899642825
1129237,0.2846,0.4743,1.380548239
1131069,0.4143,0.6814,1.402873993
1132532,0.0796,0.2045,1.039299488
1133167,0.1754,0.2469,1.290457845
1133579,0.4077,0.5023,1.21313417
1136043,0.2012,0.3436,1.768291116
1136047,0.1399,0.4079,1.749476552
1136962,0.4365,0.6323,1.347623467
118440,0.0007,0.0155,1.323855758
121171,0.1751,0.255,1.366733313
130510,0.8316,0.8056,1.689441204
131843,0.3262,0.6757,2.246636152
135802,0.8239,0.9355,1.755810499
141630,0.2861,0.4163,1.298345089
146187,0.4714,0.7204,1.65393579
148538,0.0831,0.207,1.528177142
156493,0.3583,0.5083,1.403955221
156498,0.1983,0.4536,1.808258057
168216,0.173,0.3854,1.258131146
169208,0.5923,0.7376,1.441895723
174463,0.0368,0.172,1.391880155
182539,0.6575,0.7202,1.63441658
183378,0.0827,0.172,1.112910509
19335,0.1991,0.5862,1.513168573
207786,0.4187,0.5423,1.397918224
23849,0.0291,0.1504,1.451641202
258062,0.1451,0.3707,1.277578473
264014,0.095,0.1558,1.349235296
324585,0.029,0.1537,1.187542677
330975,0.1938,0.3216,1.411502123
332593,0.4655,0.6491,1.398267269
336901,0.1334,0.3753,1.386142612
359349,0.3617,0.6704,1.747681141
390360,0.2306,0.4017,1.350697994
405163,0.0727,0.2201,1.786991477
405717,0.2081,0.4228,1.403188825
42255,0.4497,0.7275,1.306405306
443396,0.0045,0.059,1.453090787
451602,0.0332,0.1168,1.308150649
47210,0.1614,0.4321,1.347096562
47923,0.2203,0.3574,1.496783733
489204,0.039,0.1602,1.075802922
490595,0.2265,0.407,1.098291993
527433,0.0488,0.216,1.215638876
555530,0.0033,0.0237,1.215936661
573724,0.37,0.4756,1.277656436
583468,0.237,0.3945,1.085889935
640502,0.0517,0.1949,1.276026607
67316,0.022,0.1379,1.43112576
673670,0.0475,0.2224,1.021615028
701453,0.7504,0.8949,1.476561427
730539,0.3711,0.6328,1.728834033
768208,0.3468,0.6159,2.095021963
833860,0.1131,0.3732,1.367218614
855410,0.8042,0.8812,0.761735022
87181,0.3789,0.4601,1.236613631
87452,0.1967,0.3,1.498255253
877809,0.3899,0.3891,1.622735977
911232,0.3451,0.6855,1.87587142
914916,0.1538,0.349,1.415648937
915593,0.0646,0.2122,1.164007187
938400,0.0684,0.176,1.149504662
940547,0.0581,0.1443,1.295954347
962179,0.001,0.025,0.789846599
997622,0.2198,0.5915,1.322276473
