1030303,0.9583,0.9788,1.41290009
1037496,0.4572,0.7098,1.774066091
1037798,0.1603,0.4553,1.637996554
1043135,0.4754,0.6879,1.630009651
104861,0.0422,0.162,1.336290717
1051399,0.1399,0.4493,1.571690559
1063750,0.0092,0.0659,1.273277402
1064670,0.3343,0.6078,1.753983378
1071750,0.6533,0.7759,1.6329391
1103812,0.7209,0.7599,1.570997834
1105792,0.5417,0.7455,1.500705719
1106007,0.2273,0.5004,1.734498978
1106979,0.4831,0.7049,1.804742217
1108651,0.1285,0.3109,1.518812895
1109707,0.1542,0.3233,1.274124384
1110199,0.5391,0.7271,1.547581315
1110678,0.1991,0.3954,1.333902836
1112341,0.0769,0.178,1.521832705
1113256,0.5455,0.8537,1.87093401
1113437,0.1159,0.3058,1.390353918
1114646,0.1618,0.4976,1.547700524
1114819,0.1403,0.304,1.749534011
1115210,0.36,0.5124,1.406123161
1115776,0.4757,0.7611,1.672112703
1116380,0.2112,0.4498,1.521909714
1117099,0.1458,0.3518,1.812723279
1121353,0.0859,0.2656,1.485180736
1121402,0.4777,0.7289,1.753389001
1121709,0.7193,0.8333,1.822883368
1122767,0.2673,0.4504,1.327632546
1124210,0.1679,0.3071,1.302687526
1127540,0.7576,0.8466,1.948113799
1129237,0.4257,0.7033,1.538462043
1131069,1,1,1.36354363
1132532,0.0716,0.2015,1.554602861
1133167,0.1754,0.3255,1.393784761
1133579,0.3696,0.5422,1.313785553
1136043,0.4826,0.6305,1.548134565
1136047,0.2152,0.4871,1.6021626
1136962,0.524,0.7171,1.553962708
118440,0.0086,0.0693,1.356594563
121171,0.1547,0.27,1.571146607
130510,0.4785,0.7953,1.881845117
131843,0.0808,0.3314,1.48204422
135802,0.673,0.8856,1.938251257
141630,0.2752,0.4996,1.292427421
146187,0.7262,0.8826,1.95785892
148538,0.1612,0.3237,1.472182631
156493,0.3023,0.4527,1.493628263
156498,0.7766,0.8325,1.8773247
168216,0.173,0.3861,1.262515187
169208,0.4549,0.6652,1.759754539
174463,0.042,0.1918,1.499721646
182539,0.5922,0.6577,1.874320626
183378,0.1385,0.2957,1.723125577
19335,0.0575,0.0887,1.467213869
207786,0.5826,0.6831,1.63982141
23849,0.267,0.4906,1.903136492
258062,0.4895,0.7101,1.342699409
264014,0.2314,0.4218,1.251982212
324585,0.9118,0.9742,1.995975494
330975,0.4905,0.666,1.263500929
332593,0.4044,0.5246,1.648789048
336901,0.4372,0.7011,1.744371414
359349,0.5319,0.7727,1.763611674
390360,0.2926,0.5957,1.548378825
405163,0.0018,0.0278,1.106455445
405717,0.5973,0.7231,1.59814465
42255,0.7143,0.8421,1.293852448
443396,0.039,0.1809,1.36122942
451602,0.122,0.251,1.650799036
47210,0.524,0.7291,1.571078181
47923,0.2696,0.4547,1.693133354
489204,0.0367,0.1203,1.134018898
490595,0.6233,0.6972,1.754917502
527433,0.1866,0.4267,1.448076367
555530,0.1099,0.2051,1.237350345
573724,0.5207,0.6672,1.559681296
583468,0.4106,0.6567,1.33396709
640502,0.1427,0.3196,1.436204076
67316,0.2429,0.4789,1.604955792
673670,0.0107,0.1262,1.545561671
701453,0.4222,0.7124,1.681097269
730539,0.4091,0.6467,1.653121233
768208,0.1049,0.3885,1.5502249
833860,0.469,0.7374,1.805542111
855410,0.625,0.8469,1.468722343
87181,0.3314,0.566,1.466613531
87452,0.1675,0.2753,1.451026678
877809,0.3477,0.5592,1.534961104
911232,0.3856,0.7535,1.453913927
914916,0.1987,0.3597,1.17423296
915593,0.1334,0.3135,1.438468933
938400,0.3072,0.527,1.836905837
940547,0.2642,0.3897,1.399791956
962179,0.6167,0.8111,1.929831862
997622,0.6596,0.8639,1.83024931
