1030303	Q0	8726432	0	0.5532993720458029	pyterrier
1030303	Q0	8726435	1	0.5404310587225162	pyterrier
1030303	Q0	8726437	2	0.5392233430701026	pyterrier
1030303	Q0	8726436	3	0.5267564564035425	pyterrier
1030303	Q0	7156982	4	0.510625205382836	pyterrier
1030303	Q0	8726433	5	0.5027349341081313	pyterrier
1030303	Q0	7284047	6	0.4935260092940897	pyterrier
1030303	Q0	3302258	7	0.491280398417407	pyterrier
1030303	Q0	5681383	8	0.48619242678031827	pyterrier
1030303	Q0	226464	9	0.48547906358316123	pyterrier
1030303	Q0	8726430	10	0.48450653075859423	pyterrier
1030303	Q0	1305520	11	0.4840518341176432	pyterrier
1030303	Q0	6271629	12	0.4825860049282422	pyterrier
1030303	Q0	5681385	13	0.48187052037293965	pyterrier
1030303	Q0	5681381	14	0.47716160536589064	pyterrier
1030303	Q0	7168320	15	0.472780183673627	pyterrier
1030303	Q0	5086539	16	0.4698332746510396	pyterrier
1030303	Q0	5103906	17	0.46700021967753125	pyterrier
1030303	Q0	7616223	18	0.46653105643145504	pyterrier
1030303	Q0	1451848	19	0.4628931493805998	pyterrier
1030303	Q0	7284048	20	0.46012594500175813	pyterrier
1030303	Q0	3302253	21	0.4573814617569847	pyterrier
1030303	Q0	3327029	22	0.4567952012888203	pyterrier
1030303	Q0	4691526	23	0.4565677597060424	pyterrier
1030303	Q0	8726429	24	0.4565606581789315	pyterrier
1030303	Q0	6939431	25	0.4536693219888248	pyterrier
1030303	Q0	8726434	26	0.4495925893122455	pyterrier
1030303	Q0	3302252	27	0.44690078099608804	pyterrier
1030303	Q0	7508058	28	0.4454673450484031	pyterrier
1030303	Q0	1905988	29	0.4452230268095483	pyterrier
1030303	Q0	6939427	30	0.44367877083851465	pyterrier
1030303	Q0	5120735	31	0.44304782963754685	pyterrier
1030303	Q0	1451846	32	0.4412356589869168	pyterrier
1030303	Q0	6939426	33	0.4409770988485357	pyterrier
1030303	Q0	6939430	34	0.4353671024121742	pyterrier
1030303	Q0	3880502	35	0.4305332412004173	pyterrier
1030303	Q0	6054033	36	0.42526857661841755	pyterrier
1030303	Q0	4882562	37	0.41514078633267115	pyterrier
1030303	Q0	7875818	38	0.41361830708312236	pyterrier
1030303	Q0	4130105	39	0.4072662628167741	pyterrier
1030303	Q0	7259969	40	0.40701111483948005	pyterrier
1030303	Q0	4358001	41	0.40477114937300257	pyterrier
1030303	Q0	4567726	42	0.40249327056179857	pyterrier
1030303	Q0	6939425	43	0.4020464027723388	pyterrier
1030303	Q0	1492373	44	0.3980425072331833	pyterrier
1030303	Q0	5936675	45	0.39672032904571797	pyterrier
1030303	Q0	6939424	46	0.39330988343647083	pyterrier
1030303	Q0	2047616	47	0.39189369460958606	pyterrier
1030303	Q0	6054032	48	0.3647405098950299	pyterrier
1030303	Q0	6696177	49	0.3171046806631077	pyterrier
1037496	Q0	7766587	0	0.4967365237472829	pyterrier
1037496	Q0	4187305	1	0.4956264708857713	pyterrier
1037496	Q0	4174377	2	0.4939886533056347	pyterrier
1037496	Q0	3725937	3	0.49262869953488914	pyterrier
1037496	Q0	3725934	4	0.4910352220715956	pyterrier
1037496	Q0	4760912	5	0.4883737710505977	pyterrier
1037496	Q0	4912162	6	0.48477354098356074	pyterrier
1037496	Q0	4912160	7	0.4818109656785585	pyterrier
1037496	Q0	4912167	8	0.4802901529970007	pyterrier
1037496	Q0	2725825	9	0.48016043945905484	pyterrier
1037496	Q0	7766583	10	0.47973179557409584	pyterrier
1037496	Q0	4760915	11	0.47705432646507184	pyterrier
1037496	Q0	4187307	12	0.4749908562806797	pyterrier
1037496	Q0	7287404	13	0.474141009259031	pyterrier
1037496	Q0	7766585	14	0.46909534282405935	pyterrier
1037496	Q0	4187303	15	0.466520454208221	pyterrier
1037496	Q0	4187309	16	0.4658222144809706	pyterrier
1037496	Q0	4912163	17	0.4645134253212181	pyterrier
1037496	Q0	7766584	18	0.46354839239663537	pyterrier
1037496	Q0	4187304	19	0.4629652646414751	pyterrier
1037496	Q0	6866284	20	0.4620095066400316	pyterrier
1037496	Q0	2902707	21	0.45930224083856847	pyterrier
1037496	Q0	4760914	22	0.4584749493181472	pyterrier
1037496	Q0	4905509	23	0.45770667073428983	pyterrier
1037496	Q0	2725834	24	0.4544066585788555	pyterrier
1037496	Q0	2725829	25	0.45286177375231224	pyterrier
1037496	Q0	2867889	26	0.45114433539920806	pyterrier
1037496	Q0	4760908	27	0.4496260063722574	pyterrier
1037496	Q0	4174374	28	0.44942662904423597	pyterrier
1037496	Q0	5927420	29	0.44811566489303045	pyterrier
1037496	Q0	8196479	30	0.44695533342748034	pyterrier
1037496	Q0	4760909	31	0.44693562270360915	pyterrier
1037496	Q0	3725936	32	0.4464226421606203	pyterrier
1037496	Q0	4760906	33	0.4459609972201002	pyterrier
1037496	Q0	4912166	34	0.4437519288888992	pyterrier
1037496	Q0	2725828	35	0.4435580272137894	pyterrier
1037496	Q0	3725931	36	0.44335524490381284	pyterrier
1037496	Q0	2672141	37	0.44087373968246246	pyterrier
1037496	Q0	3725939	38	0.43972893802486174	pyterrier
1037496	Q0	4760907	39	0.43683668605545517	pyterrier
1037496	Q0	2871530	40	0.43510919871919124	pyterrier
1037496	Q0	4905511	41	0.43303294779995716	pyterrier
1037496	Q0	4174378	42	0.4326034751540259	pyterrier
1037496	Q0	8413924	43	0.4212000603856341	pyterrier
1037496	Q0	8674828	44	0.41917028568998427	pyterrier
1037496	Q0	4174380	45	0.4178239591484371	pyterrier
1037496	Q0	3725933	46	0.4138210452067512	pyterrier
1037496	Q0	4174376	47	0.404608251626065	pyterrier
1037496	Q0	57410	48	0.38686343272252915	pyterrier
1037496	Q0	3852733	49	0.2779612170313979	pyterrier
1037798	Q0	8760870	0	0.6159252827457605	pyterrier
1037798	Q0	8760871	1	0.5502702966731127	pyterrier
1037798	Q0	8760867	2	0.5175570745898118	pyterrier
1037798	Q0	8760868	3	0.5026489022648793	pyterrier
1037798	Q0	7967207	4	0.4956620140650745	pyterrier
1037798	Q0	7961603	5	0.4945333478794671	pyterrier
1037798	Q0	2781960	6	0.4924608855798951	pyterrier
1037798	Q0	994978	7	0.4921542404761064	pyterrier
1037798	Q0	3641640	8	0.4910434638294057	pyterrier
1037798	Q0	3620983	9	0.4893851841174215	pyterrier
1037798	Q0	8760873	10	0.484216053296308	pyterrier
1037798	Q0	2787508	11	0.48215094003895187	pyterrier
1037798	Q0	7822415	12	0.4821385028372967	pyterrier
1037798	Q0	8760866	13	0.4784868398997881	pyterrier
1037798	Q0	7466652	14	0.4777428587430213	pyterrier
1037798	Q0	3387556	15	0.4759668992908245	pyterrier
1037798	Q0	8537479	16	0.471991966727511	pyterrier
1037798	Q0	7827292	17	0.4707833805162079	pyterrier
1037798	Q0	2608688	18	0.4707663265287956	pyterrier
1037798	Q0	3641634	19	0.470053399961907	pyterrier
1037798	Q0	2157450	20	0.46870730563291974	pyterrier
1037798	Q0	4227882	21	0.4685193873956692	pyterrier
1037798	Q0	4974552	22	0.4669319942199789	pyterrier
1037798	Q0	7827293	23	0.46421600785174394	pyterrier
1037798	Q0	8760864	24	0.46307619884899337	pyterrier
1037798	Q0	8760865	25	0.46250592809306096	pyterrier
1037798	Q0	4095286	26	0.4539971977423982	pyterrier
1037798	Q0	3620982	27	0.453160746782819	pyterrier
1037798	Q0	5099520	28	0.44846310538683304	pyterrier
1037798	Q0	3150375	29	0.44624720388794986	pyterrier
1037798	Q0	3167284	30	0.4451058252301502	pyterrier
1037798	Q0	3435139	31	0.43610457823747184	pyterrier
1037798	Q0	4978054	32	0.43523170963309843	pyterrier
1037798	Q0	3228597	33	0.43447455578763794	pyterrier
1037798	Q0	8362735	34	0.43208032498878607	pyterrier
1037798	Q0	2698086	35	0.4320193313646295	pyterrier
1037798	Q0	4028562	36	0.4308571212535726	pyterrier
1037798	Q0	4114353	37	0.4294185579813657	pyterrier
1037798	Q0	7028431	38	0.4243736954143786	pyterrier
1037798	Q0	4028556	39	0.4231490980298984	pyterrier
1037798	Q0	8760872	40	0.41127752599500966	pyterrier
1037798	Q0	4948772	41	0.40888363927035765	pyterrier
1037798	Q0	7253357	42	0.3937664187798788	pyterrier
1037798	Q0	8197020	43	0.3908786449193144	pyterrier
1037798	Q0	2863296	44	0.3850541260131908	pyterrier
1037798	Q0	3435134	45	0.38232143576463734	pyterrier
1037798	Q0	8515267	46	0.3668310628765005	pyterrier
1037798	Q0	6421952	47	0.35210088802514294	pyterrier
1037798	Q0	54859	48	0.3419978085664935	pyterrier
1037798	Q0	3069537	49	0.30789243036970454	pyterrier
1043135	Q0	7137849	0	0.4887122168368186	pyterrier
1043135	Q0	4994428	1	0.4853143721019883	pyterrier
1043135	Q0	3878603	2	0.4845747535113505	pyterrier
1043135	Q0	8696952	3	0.48377091827579805	pyterrier
1043135	Q0	650642	4	0.48264701093944634	pyterrier
1043135	Q0	8632895	5	0.4816933981234459	pyterrier
1043135	Q0	3378240	6	0.4809132537393792	pyterrier
1043135	Q0	6044059	7	0.47924682694070536	pyterrier
1043135	Q0	4355523	8	0.4771398603237037	pyterrier
1043135	Q0	2664993	9	0.4757025558626871	pyterrier
1043135	Q0	7022079	10	0.47567149086550886	pyterrier
1043135	Q0	8696961	11	0.47414946102172706	pyterrier
1043135	Q0	8632897	12	0.47356559250110164	pyterrier
1043135	Q0	650641	13	0.47163992955205336	pyterrier
1043135	Q0	8696956	14	0.46896763340966635	pyterrier
1043135	Q0	4541688	15	0.46837952126249327	pyterrier
1043135	Q0	8696954	16	0.46622702480900413	pyterrier
1043135	Q0	8696960	17	0.4658067946748056	pyterrier
1043135	Q0	7137851	18	0.4633702048586307	pyterrier
1043135	Q0	5262289	19	0.4625117789855929	pyterrier
1043135	Q0	1845636	20	0.4623786896717316	pyterrier
1043135	Q0	2664992	21	0.4614959703867244	pyterrier
1043135	Q0	3878608	22	0.45896648289548797	pyterrier
