1030303	8726436	8726433	0.8924079537	softmax
1030303	8726436	8726435	0.4804762602	softmax
1030303	8726436	8726429	0.9554039240	softmax
1030303	8726436	8726437	0.5551721454	softmax
1030303	8726436	7156982	0.8685003519	softmax
1030303	8726436	8726430	0.9768633842	softmax
1030303	8726436	8726434	0.9993091822	softmax
1030303	8726436	1305520	0.7886341214	softmax
1030303	8726436	309441	0.9999713898	softmax
1030303	8726433	8726436	0.4803503752	softmax
1030303	8726433	8726435	0.2912983298	softmax
1030303	8726433	8726429	0.9448090196	softmax
1030303	8726433	8726437	0.3960902393	softmax
1030303	8726433	7156982	0.6814427376	softmax
1030303	8726433	8726430	0.8730721474	softmax
1030303	8726433	8726434	0.9804152250	softmax
1030303	8726433	1305520	0.5930024981	softmax
1030303	8726433	309441	0.9999773502	softmax
1030303	8726435	8726436	0.8364815712	softmax
1030303	8726435	8726433	0.8505331874	softmax
1030303	8726435	8726429	0.9964625239	softmax
1030303	8726435	8726437	0.6649269462	softmax
1030303	8726435	7156982	0.9786554575	softmax
1030303	8726435	8726430	0.9898729324	softmax
1030303	8726435	8726434	0.9462214708	softmax
1030303	8726435	1305520	0.7872341275	softmax
1030303	8726435	309441	0.9926847219	softmax
1030303	8726429	8726436	0.0820562392	softmax
1030303	8726429	8726433	0.2500413358	softmax
1030303	8726429	8726435	0.0207468793	softmax
1030303	8726429	8726437	0.0534987785	softmax
1030303	8726429	7156982	0.0684650317	softmax
1030303	8726429	8726430	0.2853453755	softmax
1030303	8726429	8726434	0.8466108441	softmax
1030303	8726429	1305520	0.2239615768	softmax
1030303	8726429	309441	0.9996163845	softmax
1030303	8726437	8726436	0.9477433562	softmax
1030303	8726437	8726433	0.9808781147	softmax
1030303	8726437	8726435	0.8878757358	softmax
1030303	8726437	8726429	0.9945387244	softmax
1030303	8726437	7156982	0.9702018499	softmax
1030303	8726437	8726430	0.9553505182	softmax
1030303	8726437	8726434	0.9991810918	softmax
1030303	8726437	1305520	0.9948030114	softmax
1030303	8726437	309441	0.9959438443	softmax
1030303	7156982	8726436	0.7748249173	softmax
1030303	7156982	8726433	0.8780705333	softmax
1030303	7156982	8726435	0.5246792436	softmax
1030303	7156982	8726429	0.8982489705	softmax
1030303	7156982	8726437	0.5512672067	softmax
1030303	7156982	8726430	0.8669958711	softmax
1030303	7156982	8726434	0.9953491092	softmax
1030303	7156982	1305520	0.8291495442	softmax
1030303	7156982	309441	0.9999803305	softmax
1030303	8726430	8726436	0.6344462037	softmax
1030303	8726430	8726433	0.5983617306	softmax
1030303	8726430	8726435	0.1491215378	softmax
1030303	8726430	8726429	0.9141129255	softmax
1030303	8726430	8726437	0.4490341842	softmax
1030303	8726430	7156982	0.6357235909	softmax
1030303	8726430	8726434	0.8949743509	softmax
1030303	8726430	1305520	0.3778336048	softmax
1030303	8726430	309441	0.9999679327	softmax
1030303	8726434	8726436	0.5743017197	softmax
1030303	8726434	8726433	0.4195559621	softmax
1030303	8726434	8726435	0.0717286021	softmax
1030303	8726434	8726429	0.6252795458	softmax
1030303	8726434	8726437	0.1585759223	softmax
1030303	8726434	7156982	0.5160203576	softmax
1030303	8726434	8726430	0.5638118386	softmax
1030303	8726434	1305520	0.3328254819	softmax
1030303	8726434	309441	0.9999898672	softmax
1030303	1305520	8726436	0.7454512715	softmax
1030303	1305520	8726433	0.8410387635	softmax
1030303	1305520	8726435	0.6634168029	softmax
1030303	1305520	8726429	0.9451262355	softmax
1030303	1305520	8726437	0.3460704982	softmax
1030303	1305520	7156982	0.7046751976	softmax
1030303	1305520	8726430	0.9646741748	softmax
1030303	1305520	8726434	0.9979097247	softmax
1030303	1305520	309441	0.9999705553	softmax
1030303	309441	8726436	0.6635054946	softmax
1030303	309441	8726433	0.8171089292	softmax
1030303	309441	8726435	0.4332344532	softmax
1030303	309441	8726429	0.2464034259	softmax
1030303	309441	8726437	0.6985644698	softmax
1030303	309441	7156982	0.7707787156	softmax
1030303	309441	8726430	0.8914688826	softmax
1030303	309441	8726434	0.8858053684	softmax
1030303	309441	1305520	0.5955374241	softmax
1037496	7766587	4760912	0.6281899810	softmax
1037496	7766587	3725936	0.9442748427	softmax
1037496	7766587	4174377	0.6589729190	softmax
1037496	7766587	5927420	0.9799702168	softmax
1037496	7766587	7766585	0.9065375328	softmax
1037496	7766587	4174376	0.9857899547	softmax
1037496	7766587	3725932	0.7706955671	softmax
1037496	7766587	4760914	0.8863461614	softmax
1037496	7766587	3725937	0.6246215701	softmax
1037496	4760912	7766587	0.9566077590	softmax
1037496	4760912	3725936	0.9726709723	softmax
1037496	4760912	4174377	0.9448785186	softmax
1037496	4760912	5927420	0.9968720078	softmax
1037496	4760912	7766585	0.9962697029	softmax
1037496	4760912	4174376	0.9977565408	softmax
1037496	4760912	3725932	0.9985371828	softmax
1037496	4760912	4760914	0.9938067198	softmax
1037496	4760912	3725937	0.9402248263	softmax
1037496	3725936	7766587	0.4065331519	softmax
1037496	3725936	4760912	0.3162367344	softmax
1037496	3725936	4174377	0.4866011739	softmax
1037496	3725936	5927420	0.8587529659	softmax
1037496	3725936	7766585	0.6827247739	softmax
1037496	3725936	4174376	0.7156869173	softmax
1037496	3725936	3725932	0.6356571913	softmax
1037496	3725936	4760914	0.9717059135	softmax
1037496	3725936	3725937	0.5988209248	softmax
1037496	4174377	7766587	0.6589322686	softmax
1037496	4174377	4760912	0.8383640647	softmax
1037496	4174377	3725936	0.8697707057	softmax
1037496	4174377	5927420	0.9882398844	softmax
1037496	4174377	7766585	0.8536509871	softmax
1037496	4174377	4174376	0.9064317346	softmax
1037496	4174377	3725932	0.9806828499	softmax
1037496	4174377	4760914	0.9547922611	softmax
1037496	4174377	3725937	0.7396998405	softmax
1037496	5927420	7766587	0.1030927673	softmax
1037496	5927420	4760912	0.4661064744	softmax
1037496	5927420	3725936	0.6573416591	softmax
1037496	5927420	4174377	0.3016679585	softmax
1037496	5927420	7766585	0.3597346544	softmax
1037496	5927420	4174376	0.8645845056	softmax
1037496	5927420	3725932	0.4500825107	softmax
1037496	5927420	4760914	0.8553512096	softmax
1037496	5927420	3725937	0.4504040182	softmax
1037496	7766585	7766587	0.6819779873	softmax
1037496	7766585	4760912	0.2927371860	softmax
1037496	7766585	3725936	0.8855271935	softmax
1037496	7766585	4174377	0.5707113147	softmax
1037496	7766585	5927420	0.9642389417	softmax
1037496	7766585	4174376	0.9670730233	softmax
1037496	7766585	3725932	0.9466580749	softmax
1037496	7766585	4760914	0.7875632048	softmax
1037496	7766585	3725937	0.4688057005	softmax
1037496	4174376	7766587	0.0118396180	softmax
1037496	4174376	4760912	0.0549525693	softmax
1037496	4174376	3725936	0.4465448856	softmax
1037496	4174376	4174377	0.1266293675	softmax
1037496	4174376	5927420	0.1581536084	softmax
1037496	4174376	7766585	0.1544667035	softmax
1037496	4174376	3725932	0.7784810066	softmax
1037496	4174376	4760914	0.4723645449	softmax
1037496	4174376	3725937	0.1036235094	softmax
1037496	3725932	7766587	0.0508383326	softmax
1037496	3725932	4760912	0.1352389157	softmax
1037496	3725932	3725936	0.2929652631	softmax
1037496	3725932	4174377	0.1540484428	softmax
1037496	3725932	5927420	0.1427388191	softmax
1037496	3725932	7766585	0.2541570663	softmax
1037496	3725932	4174376	0.2717887759	softmax
1037496	3725932	4760914	0.8597722650	softmax
1037496	3725932	3725937	0.5359185934	softmax
1037496	4760914	7766587	0.5406988859	softmax
1037496	4760914	4760912	0.5611072183	softmax
1037496	4760914	3725936	0.8925285339	softmax
1037496	4760914	4174377	0.6630997062	softmax
1037496	4760914	5927420	0.9664149284	softmax
1037496	4760914	7766585	0.8707412481	softmax
1037496	4760914	4174376	0.9841868281	softmax
1037496	4760914	3725932	0.9933197498	softmax
1037496	4760914	3725937	0.5639719963	softmax
1037496	3725937	7766587	0.7520375848	softmax
1037496	3725937	4760912	0.7040868998	softmax
1037496	3725937	3725936	0.9513269663	softmax
1037496	3725937	4174377	0.8465572596	softmax
1037496	3725937	5927420	0.9915230274	softmax
1037496	3725937	7766585	0.9372065663	softmax
1037496	3725937	4174376	0.9852012992	softmax
1037496	3725937	3725932	0.9763254523	softmax
1037496	3725937	4760914	0.9906122088	softmax
1037798	8760867	8760864	0.9897133112	softmax
1037798	8760867	3641634	0.9993937016	softmax
1037798	8760867	8760873	0.9384360909	softmax
1037798	8760867	4788864	0.9999792576	softmax
1037798	8760867	3620983	0.9053809643	softmax
1037798	8760867	4291373	0.9999165535	softmax
1037798	8760867	2787508	0.9999300241	softmax
1037798	8760867	2157456	0.9999706745	softmax
1037798	8760867	8760868	0.8756989837	softmax
1037798	8760864	8760867	0.2929859161	softmax
1037798	8760864	3641634	0.8765611053	softmax
1037798	8760864	8760873	0.5356858969	softmax
1037798	8760864	4788864	0.9998207688	softmax
1037798	8760864	3620983	0.6119626760	softmax
1037798	8760864	4291373	0.9999049902	softmax
1037798	8760864	2787508	0.9993222952	softmax
1037798	8760864	2157456	0.9961991906	softmax
1037798	8760864	8760868	0.7674223781	softmax
1037798	3641634	8760867	0.4102642834	softmax
1037798	3641634	8760864	0.8994161487	softmax
1037798	3641634	8760873	0.9289840460	softmax
1037798	3641634	4788864	0.9991881251	softmax
1037798	3641634	3620983	0.7752913237	softmax
1037798	3641634	4291373	0.9996882677	softmax
1037798	3641634	2787508	0.9990087748	softmax
1037798	3641634	2157456	0.9991195798	softmax
1037798	3641634	8760868	0.9803751111	softmax
1037798	8760873	8760867	0.6807802320	softmax
1037798	8760873	8760864	0.7660000324	softmax
1037798	8760873	3641634	0.9051282406	softmax
1037798	8760873	4788864	0.9994441867	softmax
1037798	8760873	3620983	0.6675001383	softmax
1037798	8760873	4291373	0.9997138381	softmax
1037798	8760873	2787508	0.9990258217	softmax
1037798	8760873	2157456	0.9999759197	softmax
1037798	8760873	8760868	0.6947311759	softmax
1037798	4788864	8760867	0.0041698343	softmax
1037798	4788864	8760864	0.3219960034	softmax
1037798	4788864	3641634	0.0324646868	softmax
1037798	4788864	8760873	0.0168282259	softmax
1037798	4788864	3620983	0.1306521446	softmax
1037798	4788864	4291373	0.0251952782	softmax
1037798	4788864	2787508	0.2568151057	softmax
1037798	4788864	2157456	0.0136996275	softmax
1037798	4788864	8760868	0.0047788452	softmax
